Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,03-06-2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,04-06-2021 01:30,7h 40m,2 stops,No info,18275
IndiGo,06-06-2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6093
IndiGo,09-03-2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:40,10-03-2021 04:25,22h 45m,2 stops,No info,14861
IndiGo,18-05-2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,4804
IndiGo,01-05-2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,02-05-2021 19:10,22h 45m,1 stop,In-flight meal not included,9314
IndiGo,09-05-2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,No info,9794
IndiGo,21-05-2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,13029
IndiGo,03-06-2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
IndiGo,18-03-2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,13:15,5h 15m,1 stop,No info,12284
IndiGo,09-06-2019,Delhi,Cochin,DEL → BOM → COK,21:50,10-06-2021 04:25,6h 35m,1 stop,No info,14714
IndiGo,01-04-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,22:35,16h 5m,1 stop,In-flight meal not included,7064
IndiGo,18-05-2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,5198
IndiGo,15-05-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,No info,14781
IndiGo,24-06-2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,25-06-2021 19:15,23h,2 stops,No info,13381
IndiGo,01-06-2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,6094
IndiGo,01-06-2019,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1 stop,No info,5298
IndiGo,27-06-2019,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1 stop,No info,7408
IndiGo,12-05-2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,13-05-2021 12:00,14h 50m,1 stop,No info,14388
IndiGo,24-06-2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,25-06-2021 19:15,23h 30m,2 stops,No info,9443
IndiGo,03-03-2019,Delhi,Cochin,DEL → HYD → BOM → COK,07:05,04-03-2021 19:15,36h 10m,2 stops,No info,11762
IndiGo,27-06-2019,Delhi,Cochin,DEL → MAA → COK,12:30,28-06-2021 09:25,20h 55m,1 stop,No info,7480
IndiGo,15-03-2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5406
IndiGo,12-06-2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No info,9564
IndiGo,09-06-2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,10368
IndiGo,09-05-2019,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1 stop,No info,5636
IndiGo,09-05-2019,Mumbai,Hyderabad,BOM → HYD,22:45,10-05-2021 00:15,1h 30m,non-stop,No check-in baggage included,1965
IndiGo,12-06-2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,13-06-2021 04:40,7h 30m,1 stop,No info,12739
IndiGo,12-03-2019,Kolkata,Banglore,CCU → BLR,14:20,16:55,2h 35m,non-stop,No info,4148
IndiGo,09-05-2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,7191
IndiGo,06-06-2019,Delhi,Cochin,DEL → BOM → COK,07:05,07-06-2021 04:25,21h 20m,1 stop,In-flight meal not included,10262
IndiGo,24-03-2019,Kolkata,Banglore,CCU → DEL → BLR,09:55,20:25,10h 30m,1 stop,No info,12312
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,18:15,04-06-2021 19:00,24h 45m,1 stop,In-flight meal not included,10262
IndiGo,15-06-2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No info,9564
IndiGo,24-03-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,25-03-2021 04:45,22h 15m,1 stop,No info,13759
IndiGo,06-05-2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,07-05-2021 20:20,27h 20m,1 stop,No info,8610
IndiGo,15-06-2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,No info,14714
IndiGo,03-06-2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
IndiGo,27-05-2019,Delhi,Cochin,DEL → BLR → COK,07:55,15:45,7h 50m,1 stop,No info,6451
IndiGo,21-05-2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No info,16079
IndiGo,01-06-2019,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202
IndiGo,24-03-2019,Banglore,New Delhi,BLR → DEL,23:30,22-03-2021 02:20,2h 50m,non-stop,No info,4944
IndiGo,01-06-2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,3625
IndiGo,09-05-2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,10-05-2021 12:00,21h 55m,1 stop,In-flight meal not included,9663
IndiGo,15-05-2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,No info,9794
IndiGo,01-05-2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No info,2437
IndiGo,15-06-2019,Delhi,Cochin,DEL → BOM → COK,10:00,16-06-2021 01:30,15h 30m,1 stop,No info,13377
IndiGo,06-06-2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,07-06-2021 04:40,8h 40m,1 stop,In-flight meal not included,8586
IndiGo,06-03-2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,15:15,6h 20m,1 stop,No info,19225
IndiGo,18-05-2019,Delhi,Cochin,DEL → BOM → COK,22:50,19-05-2021 04:25,5h 35m,1 stop,No info,15554
IndiGo,01-05-2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1 stop,No info,12121
IndiGo,27-05-2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943
IndiGo,18-03-2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,16-03-2021 09:00,11h 35m,1 stop,No info,13555
IndiGo,21-06-2019,Banglore,Delhi,BLR → DEL,18:15,21:20,3h 5m,non-stop,No info,4990
IndiGo,06-03-2019,Delhi,Cochin,DEL → BLR → COK,20:30,07-03-2021 23:00,26h 30m,1 stop,No info,8854
IndiGo,27-05-2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,7878
IndiGo,03-03-2019,Banglore,New Delhi,BLR → DEL,09:50,12:35,2h 45m,non-stop,No info,8028
IndiGo,09-05-2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,10-05-2021 08:15,13h 20m,1 stop,In-flight meal not included,8586
IndiGo,01-05-2019,Kolkata,Banglore,CCU → DEL → COK → BLR,17:30,02-05-2021 13:45,20h 15m,2 stops,No info,15164
IndiGo,18-03-2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,15:15,8h 15m,1 stop,No info,12284
IndiGo,21-06-2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4995
IndiGo,27-05-2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1 stop,No info,10051
IndiGo,21-05-2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22-05-2021 10:05,20h,1 stop,In-flight meal not included,9663
IndiGo,01-05-2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00,02-05-2021 05:25,22h 25m,2 stops,No info,14424
IndiGo,15-06-2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,14714
IndiGo,24-05-2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,3100
IndiGo,06-06-2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:25,5h 20m,1 stop,No info,6493
IndiGo,06-06-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,23:35,17h 5m,1 stop,No info,14571
IndiGo,15-06-2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,15:00,04-06-2021 04:25,13h 25m,1 stop,No info,14714
IndiGo,18-05-2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3543
IndiGo,06-06-2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1 stop,No info,6810
IndiGo,24-03-2019,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,non-stop,No check-in baggage included,5201
IndiGo,24-06-2019,Delhi,Cochin,DEL → BOM → COK,17:30,25-06-2021 01:30,8h,1 stop,No info,13377
IndiGo,21-03-2019,Delhi,Cochin,DEL → BOM → COK,07:30,18:50,11h 20m,1 stop,No info,14629
IndiGo,09-04-2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6093
IndiGo,12-06-2019,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,13-06-2021 01:30,13h 55m,3 stops,No info,15419
IndiGo,21-05-2019,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,22-05-2021 13:45,20h 55m,2 stops,No info,13484
IndiGo,18-05-2019,Delhi,Cochin,DEL → BOM → COK,21:00,19-05-2021 07:40,10h 40m,1 stop,No info,8372
IndiGo,15-03-2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,08:15,16-03-2021 11:20,27h 5m,2 stops,No info,8534
IndiGo,15-05-2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4030
IndiGo,24-06-2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,25-06-2021 04:25,18h 50m,2 stops,No info,13292
IndiGo,24-06-2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,25-06-2021 04:25,22h 55m,2 stops,No info,13014
IndiGo,09-03-2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,16754
IndiGo,01-03-2019,Kolkata,Banglore,CCU → BLR,17:15,19:55,2h 40m,non-stop,No info,6565
IndiGo,27-05-2019,Delhi,Cochin,DEL → BOM → COK,22:50,28-05-2021 19:00,20h 10m,1 stop,No info,16079
IndiGo,09-05-2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,10-05-2021 12:35,15h 10m,2 stops,In-flight meal not included,11507
IndiGo,06-03-2019,Mumbai,Hyderabad,BOM → DEL → HYD,07:30,07-03-2021 09:25,25h 55m,1 stop,No info,12395
IndiGo,01-03-2019,Banglore,New Delhi,BLR → BOM → DEL,19:35,02-03-2021 00:35,5h,1 stop,No info,22153
IndiGo,27-06-2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,28-06-2021 12:35,29h 50m,2 stops,In-flight meal not included,10919
IndiGo,24-03-2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,25-03-2021 04:45,7h 35m,1 stop,No info,13759
IndiGo,18-04-2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,6094
IndiGo,21-05-2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,22-05-2021 13:45,28h 20m,2 stops,No info,11542
IndiGo,09-06-2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,10-06-2021 04:25,21h 40m,2 stops,No info,13376
IndiGo,01-03-2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,02-03-2021 10:25,22h 45m,1 stop,No info,25735
IndiGo,06-03-2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,07-03-2021 23:00,24h 10m,1 stop,No info,17471
IndiGo,09-06-2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,10844
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,19:00,04-06-2021 07:40,12h 40m,1 stop,No info,8372
IndiGo,15-06-2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858
IndiGo,15-03-2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,5694
IndiGo,03-03-2019,Delhi,Cochin,DEL → BOM → COK,18:15,04-03-2021 18:50,24h 35m,1 stop,No info,17234
IndiGo,09-04-2019,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,10-04-2021 04:25,19h,2 stops,No info,11546
IndiGo,03-03-2019,Banglore,New Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,8028
IndiGo,15-06-2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,8016
IndiGo,24-05-2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,25-05-2021 20:25,23h 55m,1 stop,No info,10413
IndiGo,12-03-2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,11:05,22:10,11h 5m,2 stops,No info,11948
IndiGo,01-04-2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,3205
IndiGo,18-05-2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4423
IndiGo,24-03-2019,Banglore,New Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4878
IndiGo,15-04-2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No info,5912
IndiGo,12-05-2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,13-05-2021 08:55,27h 5m,2 stops,No info,11411
IndiGo,24-06-2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,7618
IndiGo,12-04-2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229
IndiGo,27-06-2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6147
IndiGo,15-06-2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,16-06-2021 04:25,10h,2 stops,No info,14237
IndiGo,21-03-2019,Delhi,Cochin,DEL → AMD → COK,07:45,13:40,5h 55m,1 stop,No info,6101
IndiGo,21-05-2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,22-05-2021 05:35,12h 45m,2 stops,No info,12324
IndiGo,01-03-2019,Banglore,New Delhi,BLR → AMD → DEL,06:40,21:55,15h 15m,1 stop,No info,18387
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,16:00,04-06-2021 04:25,12h 25m,1 stop,In-flight meal not included,10262
IndiGo,15-06-2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,In-flight meal not included,10262
IndiGo,21-04-2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229
IndiGo,27-06-2019,Kolkata,Banglore,CCU → BLR,22:50,28-06-2021 01:20,2h 30m,non-stop,No info,3807
IndiGo,21-03-2019,Delhi,Cochin,DEL → BOM → COK,15:15,22-03-2021 01:35,10h 20m,1 stop,No info,7695
IndiGo,18-05-2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,19-05-2021 08:55,27h 5m,2 stops,No info,12723
IndiGo,15-05-2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,2175
IndiGo,27-05-2019,Delhi,Cochin,DEL → BOM → COK,09:15,28-05-2021 01:30,16h 15m,1 stop,No info,6628
IndiGo,12-06-2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,13-06-2021 04:25,13h 50m,2 stops,No info,13376
IndiGo,27-03-2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,No info,4148
IndiGo,27-03-2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,28-03-2021 04:25,23h,2 stops,In-flight meal not included,9254
IndiGo,24-06-2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016
IndiGo,01-05-2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4030
IndiGo,12-05-2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,5198
IndiGo,15-04-2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,4409
IndiGo,01-03-2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,10082
IndiGo,18-05-2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19-05-2021 10:05,20h,1 stop,In-flight meal not included,9663
IndiGo,03-04-2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,3971
IndiGo,15-03-2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,6297
IndiGo,09-05-2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3573
IndiGo,21-05-2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,In-flight meal not included,10844
IndiGo,27-04-2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423
IndiGo,06-03-2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,21:20,7h 15m,1 stop,No info,19225
IndiGo,12-03-2019,Chennai,Kolkata,MAA → CCU,22:05,13-03-2021 00:30,2h 25m,non-stop,No info,6297
IndiGo,06-03-2019,Kolkata,Banglore,CCU → BLR,22:20,07-03-2021 00:40,2h 20m,non-stop,No info,3849
IndiGo,06-03-2019,Delhi,Cochin,DEL → BOM → COK,08:00,15:30,7h 30m,1 stop,No info,15078
IndiGo,12-05-2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,4205
IndiGo,27-05-2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,5228
IndiGo,06-06-2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,7408
IndiGo,09-06-2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,7229
IndiGo,15-06-2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,16-06-2021 04:25,13h 50m,2 stops,In-flight meal not included,10919
IndiGo,01-05-2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544
IndiGo,21-03-2019,Delhi,Cochin,DEL → BOM → COK,08:00,22-03-2021 04:25,20h 25m,1 stop,In-flight meal not included,6540
IndiGo,21-03-2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,22-03-2021 18:50,23h 40m,2 stops,No info,9483
IndiGo,21-05-2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,16079
IndiGo,01-06-2019,Delhi,Cochin,DEL → BOM → COK,18:15,02-06-2021 01:30,7h 15m,1 stop,No info,13377
IndiGo,03-06-2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
IndiGo,15-05-2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,16-05-2021 10:55,17h 55m,1 stop,No info,14151
IndiGo,09-05-2019,Kolkata,Banglore,CCU → BOM → BLR,23:30,10-05-2021 07:45,8h 15m,1 stop,No info,6095
IndiGo,27-05-2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,12029
IndiGo,06-04-2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,07-04-2021 11:05,16h 5m,1 stop,No info,4437
IndiGo,27-06-2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419
IndiGo,01-04-2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943
IndiGo,21-03-2019,Delhi,Cochin,DEL → BOM → COK,14:00,22-03-2021 01:35,11h 35m,1 stop,No info,13542
IndiGo,27-06-2019,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,5h 20m,1 stop,No info,7174
IndiGo,09-03-2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:35,1h 25m,non-stop,No info,7417
IndiGo,09-05-2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,10-05-2021 04:25,15h,2 stops,No info,16704
IndiGo,18-03-2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4435
IndiGo,21-05-2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,22-05-2021 05:35,20h 10m,2 stops,No info,11432
IndiGo,21-06-2019,Banglore,Delhi,BLR → DEL,23:55,22-06-2021 02:45,2h 50m,non-stop,No info,3383
IndiGo,21-04-2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
IndiGo,27-05-2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,3383
IndiGo,24-05-2019,Kolkata,Banglore,CCU → GAU → BLR,15:10,20:30,5h 20m,1 stop,No info,6991
IndiGo,09-05-2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,10-05-2021 19:15,38h 15m,2 stops,No info,10441
IndiGo,21-03-2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:00,4h 25m,1 stop,No info,5073
IndiGo,21-03-2019,Delhi,Cochin,DEL → BOM → COK,10:20,22-03-2021 01:35,15h 15m,1 stop,No info,7695
IndiGo,24-05-2019,Delhi,Cochin,DEL → MAA → COK,20:40,25-05-2021 09:25,12h 45m,1 stop,No info,7480
IndiGo,09-06-2019,Delhi,Cochin,DEL → BOM → COK,11:30,10-06-2021 12:35,25h 5m,1 stop,In-flight meal not included,10262
IndiGo,12-03-2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,13-03-2021 11:25,12h 30m,1 stop,No info,13817
IndiGo,21-05-2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,No info,13067
IndiGo,06-06-2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965
IndiGo,06-06-2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6674
IndiGo,12-03-2019,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,05:05,16:55,11h 50m,2 stops,No info,16172
IndiGo,24-06-2019,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6h 25m,1 stop,In-flight meal not included,7268
IndiGo,15-03-2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,12:15,5h 15m,1 stop,No info,17524
IndiGo,21-05-2019,Delhi,Cochin,DEL → BOM → COK,18:00,22-05-2021 01:30,7h 30m,1 stop,No info,7888
IndiGo,06-06-2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754
IndiGo,03-03-2019,Banglore,New Delhi,BLR → HBX → BOM → AMD → DEL,12:00,23:55,11h 55m,3 stops,No info,10573
IndiGo,09-06-2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,7h 20m,1 stop,No info,11789
IndiGo,06-05-2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,07-05-2021 19:10,22h 45m,1 stop,No info,13067
IndiGo,24-03-2019,Banglore,New Delhi,BLR → DEL,00:40,03:25,2h 45m,non-stop,No info,4238
IndiGo,21-05-2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,9794
IndiGo,21-03-2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,22-03-2021 09:25,26h 20m,2 stops,No info,7615
IndiGo,21-03-2019,Delhi,Cochin,DEL → IDR → BOM → COK,10:20,23-03-2021 04:25,42h 5m,2 stops,No info,11664
IndiGo,01-04-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13h 20m,1 stop,In-flight meal not included,7064
IndiGo,15-04-2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3809
IndiGo,18-06-2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
IndiGo,27-05-2019,Delhi,Cochin,DEL → BOM → COK,11:40,28-05-2021 01:30,13h 50m,1 stop,No info,6795
IndiGo,24-04-2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No info,4565
IndiGo,09-03-2019,Delhi,Cochin,DEL → BOM → COK,18:35,10-03-2021 01:35,7h,1 stop,No info,12351
IndiGo,18-03-2019,Delhi,Cochin,DEL → COK,21:05,19-03-2021 00:20,3h 15m,non-stop,No info,5021
IndiGo,21-05-2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:05,22-05-2021 09:25,20h 20m,2 stops,No info,10467
IndiGo,15-04-2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,6121
IndiGo,15-03-2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,6300
IndiGo,01-03-2019,Banglore,New Delhi,BLR → DEL,05:50,08:40,2h 50m,non-stop,No info,10715
IndiGo,24-05-2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,5510
IndiGo,03-05-2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,6144
IndiGo,06-03-2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,07-03-2021 19:45,24h 35m,2 stops,No info,19329
IndiGo,06-03-2019,Mumbai,Hyderabad,BOM → IDR → DEL → HYD,12:45,07-03-2021 19:25,30h 40m,2 stops,No info,13253
IndiGo,12-05-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13h 20m,1 stop,No info,13941
IndiGo,01-04-2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4488
IndiGo,03-06-2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
IndiGo,15-05-2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,7h 50m,1 stop,No info,7575
IndiGo,27-05-2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,28-05-2021 19:15,26h 35m,2 stops,No info,9968
IndiGo,09-05-2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,10-05-2021 19:00,29h 35m,2 stops,No info,15129
IndiGo,06-05-2019,Kolkata,Banglore,CCU → BBI → BLR,07:10,12:40,5h 30m,1 stop,No info,4864
IndiGo,03-06-2019,Delhi,Cochin,DEL → MAA → COK,17:20,04-06-2021 09:25,16h 5m,1 stop,No info,7480
IndiGo,06-03-2019,Delhi,Cochin,DEL → BOM → COK,07:00,18:50,11h 50m,1 stop,No info,15867
IndiGo,21-05-2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1 stop,No info,13067
IndiGo,09-05-2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,10-05-2021 07:55,15h 5m,1 stop,No info,8366
IndiGo,03-03-2019,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,04-03-2021 19:15,30h 20m,2 stops,No info,21571
IndiGo,12-05-2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,4282
